customer_id,gender,age,has_partner,has_dependents,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,has_paperless_billing,has_online_security,has_tech_support,has_streaming_tv,num_support_tickets,avg_call_duration,churn
31244,Male,63,No,No,7,Two year,Bank transfer,No,40.06,316.23,No,No,Yes,Yes,3,8.8,0
31245,Female,60,No,Yes,3,Two year,Bank transfer,DSL,39.28,119.56,Yes,No,Yes,No,0,3.1,0
31246,Male,64,Yes,No,3,Month-to-month,Bank transfer,DSL,48.23,165.52,Yes,No,No,No,0,11.3,0
31247,Female,77,Yes,Yes,27,One year,Credit card,DSL,110.9,2650.6,No,Yes,Yes,No,4,1.8,0
31248,Male,62,No,Yes,40,One year,Electronic check,No,73.84,3080.93,Yes,No,No,Yes,3,17.0,0
31249,Male,35,No,Yes,33,Two year,Electronic check,Fiber optic,92.86,2554.21,No,Yes,Yes,Yes,3,7.1,0
31250,Female,75,Yes,No,1,One year,Bank transfer,DSL,53.35,56.4,Yes,No,No,Yes,1,9.3,0
31251,Male,55,Yes,Yes,8,Two year,Bank transfer,No,59.59,526.78,Yes,Yes,No,No,1,27.4,0
31252,Male,52,No,Yes,32,Two year,Mailed check,Fiber optic,30.81,1019.41,Yes,No,Yes,No,3,15.6,0
31253,Female,68,Yes,No,48,Month-to-month,Electronic check,No,35.47,1543.36,No,No,No,Yes,0,8.8,0
31254,Male,32,No,No,4,One year,Bank transfer,DSL,102.39,332.78,Yes,Yes,No,No,3,18.4,0
31255,Male,42,No,No,70,Month-to-month,Credit card,DSL,77.65,4608.11,Yes,No,Yes,No,3,6.8,0
31256,Male,72,Yes,No,19,Month-to-month,Electronic check,Fiber optic,52.43,1044.9,Yes,Yes,Yes,No,2,3.2,1
31257,Female,54,No,No,32,Month-to-month,Credit card,Fiber optic,99.89,3751.93,No,No,No,No,1,1.6,1
31258,Female,45,No,No,9,Month-to-month,Mailed check,Fiber optic,43.15,342.76,Yes,No,Yes,No,4,28.6,1
31259,Female,27,Yes,No,12,One year,Electronic check,Fiber optic,117.56,1543.34,Yes,Yes,No,No,2,22.0,1
31260,Female,56,No,Yes,11,Month-to-month,Mailed check,Fiber optic,53.17,670.6,Yes,Yes,No,Yes,3,24.2,1
31261,Female,74,No,Yes,46,Two year,Mailed check,DSL,52.41,2431.0,No,No,No,Yes,2,29.4,0
31262,Male,34,Yes,No,16,One year,Bank transfer,Fiber optic,49.82,851.09,Yes,No,Yes,No,3,28.0,0
31263,Female,56,Yes,Yes,1,One year,Mailed check,Fiber optic,30.46,34.3,No,No,No,Yes,0,22.4,1
31264,Male,39,No,No,63,Month-to-month,Mailed check,DSL,29.34,1671.47,No,No,Yes,Yes,5,21.1,0
31265,Female,43,No,No,21,Month-to-month,Electronic check,DSL,84.11,1622.81,No,Yes,No,No,3,10.8,0
31266,Male,79,No,Yes,30,Month-to-month,Electronic check,Fiber optic,107.26,2575.05,No,No,No,No,2,4.0,1
31267,Female,61,No,No,13,Month-to-month,Electronic check,No,98.63,1519.7,Yes,No,Yes,No,4,17.6,1
31268,Female,42,Yes,No,34,Two year,Credit card,DSL,32.39,1285.19,Yes,Yes,Yes,No,1,17.7,0
31269,Male,34,No,No,4,One year,Electronic check,DSL,73.65,325.78,Yes,Yes,Yes,Yes,2,28.6,1
31270,Male,30,Yes,No,28,Month-to-month,Credit card,DSL,28.77,669.93,Yes,No,No,No,1,13.8,0
31271,Male,37,Yes,Yes,59,Two year,Electronic check,No,22.62,1306.56,No,No,No,No,2,21.0,0
31272,Male,42,Yes,No,27,Month-to-month,Electronic check,Fiber optic,84.95,1928.4,No,Yes,No,No,0,17.7,1
31273,Female,21,No,No,69,Month-to-month,Electronic check,No,72.59,4038.86,No,No,No,No,1,6.1,1
31274,Male,27,Yes,No,25,One year,Electronic check,No,26.37,689.89,No,No,No,No,2,18.2,0
31275,Male,20,Yes,No,3,Month-to-month,Credit card,DSL,21.56,76.6,No,Yes,No,Yes,2,16.7,0
31276,Female,58,Yes,No,68,One year,Bank transfer,DSL,118.96,9392.84,No,No,Yes,Yes,2,15.3,0
31277,Male,62,Yes,Yes,25,One year,Credit card,Fiber optic,21.06,567.94,Yes,Yes,Yes,Yes,3,15.9,0
31278,Male,35,No,Yes,20,One year,Credit card,DSL,63.34,1062.41,Yes,Yes,Yes,No,1,5.8,0
31279,Male,64,No,No,34,Month-to-month,Bank transfer,DSL,69.47,2148.61,No,No,No,No,2,14.4,0
31280,Female,53,No,No,26,Month-to-month,Bank transfer,DSL,29.96,722.89,No,No,Yes,No,1,18.6,0
31281,Male,64,No,Yes,5,Month-to-month,Bank transfer,Fiber optic,35.24,194.75,No,No,No,Yes,3,15.2,1
31282,Female,39,No,No,61,Two year,Bank transfer,Fiber optic,53.88,3684.04,Yes,No,No,Yes,1,15.2,0
31283,Male,51,No,No,9,Month-to-month,Electronic check,DSL,95.69,821.63,Yes,Yes,Yes,No,1,3.2,1
31284,Female,64,No,Yes,50,Month-to-month,Mailed check,Fiber optic,69.72,3371.5,Yes,No,No,No,2,6.5,0
31285,Female,25,Yes,No,6,Two year,Bank transfer,DSL,83.07,407.61,Yes,No,Yes,No,1,10.3,0
31286,Male,57,Yes,Yes,60,One year,Electronic check,Fiber optic,118.49,6509.76,No,Yes,No,No,4,13.2,0
31287,Male,66,Yes,Yes,44,Two year,Mailed check,Fiber optic,96.34,4156.36,Yes,No,No,No,1,18.2,1
31288,Male,61,Yes,Yes,11,Two year,Credit card,DSL,62.3,580.31,Yes,No,No,No,1,26.0,0
31289,Male,36,Yes,No,66,Month-to-month,Mailed check,Fiber optic,63.54,4115.25,Yes,No,Yes,Yes,1,5.6,1
31290,Male,59,No,No,47,Month-to-month,Bank transfer,Fiber optic,81.11,4350.72,Yes,No,Yes,Yes,1,1.4,1
31291,Male,58,No,Yes,3,Month-to-month,Electronic check,DSL,85.87,265.99,Yes,No,No,Yes,2,14.0,1
31292,Female,54,Yes,No,30,Month-to-month,Bank transfer,DSL,69.07,1723.1,No,No,Yes,Yes,3,13.5,0
31293,Female,23,Yes,No,21,One year,Mailed check,No,83.78,1542.39,No,Yes,No,Yes,3,17.0,0
31294,Male,69,No,No,28,Month-to-month,Credit card,DSL,20.4,565.38,No,No,Yes,No,4,25.2,1
31295,Female,43,Yes,No,62,One year,Credit card,Fiber optic,61.82,3620.48,No,No,No,Yes,3,24.3,0
31296,Male,51,Yes,Yes,33,Month-to-month,Credit card,No,46.45,1446.23,No,Yes,No,Yes,0,3.9,0
31297,Male,76,No,Yes,35,Month-to-month,Electronic check,DSL,31.18,1104.08,Yes,No,No,No,1,28.1,1
31298,Female,73,Yes,No,52,One year,Electronic check,DSL,28.15,1513.22,Yes,Yes,Yes,Yes,1,4.2,0
31299,Male,76,No,Yes,34,Month-to-month,Credit card,No,79.53,3025.11,Yes,No,No,Yes,1,19.4,0
31300,Female,62,No,No,41,One year,Credit card,DSL,71.41,2741.56,Yes,No,Yes,No,3,20.5,0
31301,Male,23,No,Yes,51,Two year,Credit card,Fiber optic,43.87,2510.75,Yes,Yes,No,Yes,3,20.7,0
31302,Female,54,Yes,No,47,One year,Bank transfer,Fiber optic,66.04,2903.51,Yes,Yes,Yes,Yes,3,8.7,0
31303,Male,74,Yes,Yes,58,Month-to-month,Mailed check,Fiber optic,68.21,3252.67,Yes,No,No,Yes,2,10.6,0
31304,Female,50,Yes,No,57,Two year,Electronic check,No,37.89,2206.54,No,Yes,Yes,No,2,16.9,0
31305,Female,70,Yes,Yes,23,Month-to-month,Credit card,No,84.51,2012.07,No,No,Yes,No,3,6.8,0
31306,Male,39,No,No,48,One year,Bank transfer,Fiber optic,97.65,5501.91,Yes,Yes,No,Yes,1,1.6,1
31307,Male,38,No,Yes,22,Month-to-month,Electronic check,No,98.73,2368.47,No,Yes,No,No,3,17.3,1
31308,Female,23,No,No,17,Month-to-month,Electronic check,No,79.45,1576.36,No,Yes,Yes,Yes,2,14.5,1
31309,Male,23,No,No,69,Two year,Bank transfer,No,70.19,5634.18,Yes,Yes,No,No,5,20.0,0
31310,Male,72,Yes,No,11,Month-to-month,Bank transfer,Fiber optic,24.22,277.56,No,No,No,No,2,5.3,1
31311,Male,65,No,Yes,15,Two year,Electronic check,DSL,47.36,718.29,Yes,No,Yes,Yes,2,25.4,0
31312,Male,21,Yes,No,35,Month-to-month,Electronic check,Fiber optic,27.51,984.97,Yes,No,No,No,1,5.2,1
31313,Male,47,Yes,Yes,33,Two year,Electronic check,DSL,116.31,4572.61,Yes,No,No,No,2,26.8,1
31314,Male,28,No,No,16,Two year,Electronic check,DSL,31.78,564.04,Yes,No,Yes,No,4,14.0,1
31315,Female,79,Yes,No,34,Month-to-month,Credit card,DSL,33.48,959.04,Yes,Yes,No,No,1,16.9,0
31316,Female,79,No,No,66,One year,Bank transfer,No,108.74,7976.13,Yes,Yes,No,No,1,27.0,0
31317,Male,47,No,No,40,One year,Bank transfer,DSL,114.28,3968.79,No,Yes,Yes,No,1,9.7,0
31318,Female,48,Yes,Yes,28,Two year,Bank transfer,Fiber optic,96.11,2634.41,No,No,No,No,3,6.3,1
31319,Male,41,No,No,47,Month-to-month,Mailed check,Fiber optic,18.55,770.88,No,No,No,No,0,13.9,1
31320,Female,72,Yes,Yes,39,One year,Bank transfer,DSL,18.14,761.11,No,No,No,Yes,3,8.1,0
31321,Male,26,No,Yes,70,Month-to-month,Credit card,Fiber optic,56.57,4557.54,No,No,No,No,0,16.3,0
31322,Male,72,Yes,No,20,Month-to-month,Bank transfer,Fiber optic,32.63,597.88,Yes,Yes,Yes,No,1,9.0,1
31323,Male,20,Yes,No,1,Month-to-month,Mailed check,No,19.88,16.56,No,No,No,No,0,26.1,0
31324,Female,68,Yes,No,72,One year,Bank transfer,DSL,65.33,4324.62,No,No,No,Yes,0,18.6,0
31325,Male,48,No,Yes,63,Two year,Credit card,DSL,114.19,7689.96,Yes,Yes,No,Yes,0,1.0,0
31326,Male,57,No,No,67,Month-to-month,Electronic check,Fiber optic,51.03,3184.82,Yes,No,Yes,No,1,24.4,0
31327,Female,54,No,Yes,4,One year,Electronic check,DSL,85.44,311.43,No,No,No,No,2,10.6,1
31328,Female,53,No,No,58,One year,Credit card,DSL,84.53,4283.89,Yes,No,No,No,1,10.3,1
31329,Male,41,No,Yes,25,Month-to-month,Credit card,DSL,43.61,1089.17,Yes,No,No,No,3,12.1,0
31330,Female,48,Yes,No,47,Two year,Mailed check,Fiber optic,84.34,3608.73,Yes,No,No,No,2,19.3,1
31331,Female,23,No,No,38,Month-to-month,Mailed check,DSL,39.66,1646.34,No,No,No,Yes,4,13.8,0
31332,Male,19,Yes,Yes,15,Month-to-month,Electronic check,Fiber optic,30.44,379.27,Yes,No,Yes,Yes,0,19.2,0
31333,Male,37,Yes,No,63,Month-to-month,Mailed check,No,89.54,6011.15,Yes,Yes,No,No,3,5.3,0
31334,Male,45,Yes,Yes,21,Two year,Credit card,Fiber optic,29.57,555.78,Yes,Yes,No,No,4,29.1,1
31335,Male,28,Yes,No,57,Two year,Electronic check,DSL,119.68,6792.51,No,Yes,No,No,1,22.2,0
31336,Female,21,No,Yes,53,Month-to-month,Mailed check,Fiber optic,36.71,1779.15,No,Yes,No,No,4,8.3,1
31337,Male,32,Yes,No,46,Month-to-month,Credit card,DSL,78.6,3937.78,Yes,No,No,No,2,22.0,1
31338,Male,23,No,No,14,Month-to-month,Electronic check,DSL,59.96,988.96,Yes,No,No,No,0,17.7,0
31339,Male,71,No,Yes,17,One year,Bank transfer,DSL,30.89,612.74,Yes,No,No,No,1,4.2,1
31340,Female,66,Yes,No,39,One year,Mailed check,Fiber optic,20.84,839.88,No,No,No,Yes,1,6.2,1
31341,Male,47,No,Yes,9,Two year,Credit card,Fiber optic,81.52,722.71,No,No,Yes,Yes,2,2.2,1
31342,Male,73,No,No,6,Two year,Credit card,No,100.29,678.35,No,Yes,No,No,2,24.5,0
31343,Male,55,Yes,Yes,23,Two year,Mailed check,No,103.89,2564.69,Yes,No,No,Yes,3,17.0,0
31344,Female,68,No,No,59,Month-to-month,Credit card,DSL,67.24,3465.02,Yes,Yes,Yes,No,2,10.2,1
31345,Male,79,Yes,No,46,Month-to-month,Credit card,Fiber optic,97.3,5050.35,Yes,No,No,Yes,3,4.7,1
31346,Male,74,Yes,No,38,One year,Credit card,DSL,86.63,3198.3,No,No,No,No,1,15.0,0
31347,Male,19,Yes,No,14,Month-to-month,Mailed check,Fiber optic,91.87,1126.17,No,Yes,Yes,No,1,16.2,1
31348,Male,32,No,No,72,Month-to-month,Mailed check,DSL,68.25,4485.1,No,Yes,Yes,Yes,3,21.4,0
31349,Female,28,No,Yes,62,Month-to-month,Electronic check,No,82.61,4645.55,No,No,No,No,1,29.1,0
31350,Female,25,Yes,No,35,Month-to-month,Electronic check,No,100.16,3532.53,No,Yes,Yes,No,3,13.6,1
31351,Male,43,Yes,Yes,19,One year,Mailed check,DSL,58.58,994.76,Yes,No,Yes,No,1,12.8,0
31352,Female,68,No,No,30,One year,Electronic check,Fiber optic,100.21,2553.63,Yes,No,No,Yes,2,11.7,0
31353,Female,62,No,No,25,Month-to-month,Bank transfer,Fiber optic,78.39,1664.76,No,No,Yes,No,1,25.0,1
31354,Male,61,No,No,40,One year,Mailed check,Fiber optic,34.92,1443.33,No,No,No,No,2,5.5,0
31355,Male,22,Yes,No,14,Month-to-month,Credit card,Fiber optic,20.52,314.26,Yes,No,Yes,No,4,11.0,1
31356,Female,23,Yes,No,26,One year,Credit card,Fiber optic,55.0,1327.92,No,Yes,No,No,2,22.0,0
31357,Male,43,No,No,22,Month-to-month,Electronic check,No,73.76,1320.67,Yes,No,Yes,No,2,1.5,0
31358,Male,71,Yes,No,48,Two year,Mailed check,Fiber optic,103.66,4233.76,Yes,No,Yes,Yes,3,9.4,0
31359,Male,21,Yes,No,51,One year,Bank transfer,Fiber optic,31.0,1843.25,Yes,Yes,No,Yes,3,19.6,0
31360,Male,36,Yes,Yes,3,One year,Electronic check,No,99.62,298.09,No,Yes,Yes,No,1,6.4,1
31361,Female,37,No,No,42,One year,Electronic check,No,106.03,4370.56,No,Yes,No,No,2,9.8,0
31362,Male,50,Yes,No,19,One year,Credit card,DSL,33.37,516.87,No,No,No,Yes,1,15.1,0
31363,Female,37,Yes,No,28,Month-to-month,Electronic check,DSL,104.86,3204.6,Yes,Yes,No,No,3,13.2,0
31364,Male,66,No,No,45,One year,Credit card,Fiber optic,119.13,5421.04,Yes,No,No,No,3,4.1,1
31365,Male,29,No,No,71,Month-to-month,Credit card,No,92.14,5762.35,No,Yes,No,Yes,1,28.2,0
31366,Female,64,No,No,63,Month-to-month,Mailed check,DSL,98.05,5213.7,Yes,No,No,Yes,3,2.3,0
31367,Female,18,Yes,Yes,19,Month-to-month,Credit card,Fiber optic,119.43,2163.32,No,No,Yes,No,1,22.7,1
31368,Female,43,No,Yes,47,Two year,Mailed check,DSL,79.76,4254.29,No,Yes,Yes,Yes,2,3.1,1
31369,Female,31,Yes,Yes,14,Month-to-month,Credit card,Fiber optic,49.4,792.66,No,Yes,No,Yes,3,14.6,1
31370,Male,55,No,No,38,Month-to-month,Credit card,No,103.43,4092.03,No,Yes,No,Yes,3,6.1,1
31371,Male,54,No,No,53,Two year,Electronic check,Fiber optic,80.68,4665.22,Yes,No,Yes,No,3,5.1,0
31372,Female,79,Yes,No,61,Two year,Bank transfer,Fiber optic,77.28,3988.41,No,No,No,No,0,4.7,1
31373,Male,28,Yes,No,36,Month-to-month,Bank transfer,No,43.87,1634.99,Yes,Yes,No,Yes,0,14.1,0
31374,Male,80,Yes,Yes,40,Two year,Electronic check,DSL,95.15,4060.19,Yes,No,No,Yes,5,15.9,1
31375,Male,53,Yes,No,30,Month-to-month,Credit card,No,26.33,695.34,Yes,Yes,No,Yes,0,4.9,0
31376,Female,30,No,No,9,One year,Mailed check,Fiber optic,112.28,1164.18,Yes,No,Yes,Yes,1,29.4,1
31377,Female,60,No,No,64,One year,Mailed check,Fiber optic,51.23,2878.71,No,Yes,No,No,0,8.5,0
31378,Female,20,Yes,Yes,33,Month-to-month,Electronic check,Fiber optic,31.03,947.59,No,No,No,No,3,14.3,1
31379,Female,50,No,No,52,One year,Bank transfer,Fiber optic,63.12,3440.52,Yes,No,No,No,1,7.3,0
31380,Female,23,Yes,Yes,14,Month-to-month,Credit card,No,22.33,329.92,Yes,No,No,Yes,3,15.3,0
31381,Female,67,Yes,No,53,Month-to-month,Bank transfer,No,87.83,5026.24,Yes,Yes,Yes,No,1,22.9,1
31382,Female,73,Yes,Yes,59,One year,Bank transfer,No,110.08,5486.77,No,Yes,No,Yes,7,16.1,0
31383,Male,27,No,No,41,Month-to-month,Bank transfer,DSL,103.4,4832.01,No,No,Yes,No,3,9.3,1
31384,Male,22,No,Yes,68,Two year,Electronic check,DSL,30.99,2135.01,Yes,No,No,No,2,8.2,0
31385,Female,40,No,No,68,Month-to-month,Mailed check,Fiber optic,30.88,2075.75,Yes,Yes,No,Yes,1,23.0,0
31386,Male,27,Yes,No,8,Month-to-month,Electronic check,No,100.97,963.2,Yes,No,No,Yes,2,4.4,1
31387,Male,61,Yes,Yes,2,One year,Electronic check,Fiber optic,112.27,246.13,Yes,No,No,No,2,11.7,1
31388,Female,19,No,No,41,Month-to-month,Electronic check,No,64.99,2257.45,No,Yes,No,Yes,4,5.4,1
31389,Male,30,No,Yes,55,Month-to-month,Credit card,No,68.9,4178.36,Yes,No,Yes,No,1,8.5,0
31390,Male,57,No,No,16,Month-to-month,Credit card,Fiber optic,50.46,676.65,Yes,No,Yes,No,5,5.4,1
31391,Female,19,Yes,No,62,Two year,Electronic check,No,109.22,5491.72,Yes,Yes,Yes,Yes,1,26.7,0
31392,Female,37,No,No,48,Month-to-month,Electronic check,No,83.78,3866.41,Yes,No,No,No,2,22.2,1
31393,Male,18,Yes,No,30,Month-to-month,Electronic check,No,47.4,1702.75,Yes,No,No,No,1,17.3,0
31394,Female,80,No,Yes,12,Month-to-month,Credit card,Fiber optic,48.48,506.1,No,No,No,No,2,7.5,1
31395,Female,54,Yes,No,35,Month-to-month,Mailed check,No,108.9,4074.71,No,Yes,No,Yes,2,15.8,1
31396,Male,26,No,No,11,Month-to-month,Bank transfer,DSL,19.39,185.43,No,No,No,No,0,16.1,0
31397,Female,34,No,No,64,Two year,Mailed check,Fiber optic,50.92,3551.9,Yes,Yes,Yes,Yes,4,18.1,0
31398,Male,26,Yes,No,50,Two year,Bank transfer,DSL,74.54,3734.98,Yes,No,No,Yes,2,2.7,0
31399,Female,28,Yes,Yes,21,Month-to-month,Electronic check,DSL,33.12,745.59,Yes,Yes,Yes,Yes,3,29.2,0
31400,Male,32,Yes,No,69,Month-to-month,Electronic check,No,27.39,1665.29,Yes,Yes,No,No,0,14.5,0
31401,Female,41,Yes,No,48,Two year,Electronic check,Fiber optic,101.16,5332.76,Yes,No,No,Yes,2,27.9,0
31402,Male,55,Yes,No,20,Month-to-month,Mailed check,DSL,109.23,2617.69,Yes,No,No,No,1,1.3,1
31403,Female,72,Yes,No,67,Month-to-month,Credit card,Fiber optic,102.01,7287.54,Yes,Yes,No,No,3,8.2,1
31404,Male,52,No,Yes,44,Two year,Electronic check,No,109.68,4813.33,Yes,Yes,No,No,1,4.0,1
31405,Female,47,Yes,No,33,One year,Electronic check,No,74.42,2871.56,No,Yes,No,No,7,23.3,0
31406,Male,48,Yes,No,61,Month-to-month,Credit card,DSL,100.85,4960.49,Yes,Yes,No,No,2,10.3,1
31407,Female,66,No,Yes,9,Month-to-month,Electronic check,No,57.17,561.85,Yes,Yes,Yes,No,0,25.4,1
31408,Male,22,Yes,No,68,Month-to-month,Electronic check,Fiber optic,85.96,6754.21,Yes,Yes,No,No,3,25.1,1
31409,Male,79,No,Yes,35,Month-to-month,Credit card,Fiber optic,118.86,3430.71,No,Yes,No,No,5,20.4,1
31410,Female,77,No,No,65,One year,Bank transfer,Fiber optic,41.02,2613.04,No,No,No,Yes,1,20.3,1
31411,Female,61,No,No,8,One year,Mailed check,No,57.77,407.57,Yes,No,No,No,1,21.3,0
31412,Male,67,Yes,Yes,45,One year,Bank transfer,No,66.96,3093.37,No,Yes,No,No,1,20.5,0
31413,Female,31,No,Yes,47,Month-to-month,Bank transfer,DSL,32.08,1597.95,Yes,Yes,No,No,2,12.2,0
31414,Male,70,Yes,No,40,Month-to-month,Electronic check,Fiber optic,26.27,967.84,No,No,Yes,No,1,20.8,1
31415,Male,73,No,No,54,Month-to-month,Bank transfer,Fiber optic,102.63,5453.31,No,Yes,Yes,No,4,27.0,1
31416,Male,28,Yes,No,46,Two year,Bank transfer,Fiber optic,117.63,4933.38,No,No,No,No,2,10.6,0
31417,Male,26,No,No,47,One year,Credit card,Fiber optic,59.28,2640.6,No,No,Yes,Yes,3,28.4,1
31418,Male,51,Yes,Yes,15,Month-to-month,Credit card,Fiber optic,26.94,349.07,Yes,No,Yes,Yes,2,1.4,1
31419,Male,29,No,Yes,19,Month-to-month,Mailed check,Fiber optic,24.71,541.9,Yes,No,No,Yes,0,11.1,1
31420,Female,52,No,Yes,26,Two year,Bank transfer,DSL,108.91,2276.67,Yes,No,No,No,1,4.8,0
31421,Male,52,Yes,No,52,Month-to-month,Electronic check,Fiber optic,65.31,3915.6,No,Yes,No,Yes,5,4.7,0
31422,Male,18,Yes,No,22,Month-to-month,Electronic check,Fiber optic,50.64,1146.02,Yes,No,Yes,No,4,24.6,1
31423,Male,57,Yes,No,21,Month-to-month,Mailed check,Fiber optic,66.6,1304.42,Yes,No,No,Yes,1,27.6,1
31424,Male,39,Yes,No,51,Month-to-month,Bank transfer,No,50.47,2803.63,Yes,No,No,Yes,3,23.6,0
31425,Male,77,Yes,No,38,Two year,Bank transfer,DSL,67.88,2587.44,Yes,No,No,No,2,29.3,0
31426,Female,46,No,Yes,20,One year,Mailed check,Fiber optic,105.67,2112.65,No,Yes,Yes,No,3,7.3,0
31427,Female,25,No,Yes,29,One year,Credit card,Fiber optic,78.41,1919.29,Yes,Yes,No,Yes,1,5.1,1
31428,Male,28,No,Yes,51,Two year,Bank transfer,DSL,88.85,4331.09,Yes,Yes,No,No,1,16.1,1
31429,Male,58,Yes,No,4,Two year,Bank transfer,DSL,55.2,197.93,Yes,No,No,Yes,1,25.0,0
31430,Male,54,No,No,55,Month-to-month,Electronic check,No,93.33,4138.75,No,Yes,No,No,1,2.2,0
31431,Female,31,Yes,No,71,Month-to-month,Bank transfer,Fiber optic,85.99,5763.64,Yes,Yes,No,Yes,2,29.9,0
31432,Female,77,Yes,Yes,28,Month-to-month,Credit card,Fiber optic,30.2,706.86,Yes,No,No,No,2,18.5,1
31433,Male,47,No,No,4,Month-to-month,Electronic check,Fiber optic,76.41,275.91,No,Yes,No,Yes,0,29.4,1
31434,Female,52,Yes,No,22,One year,Mailed check,No,44.19,813.72,Yes,No,Yes,No,1,11.6,0
31435,Male,38,No,No,45,Two year,Credit card,Fiber optic,100.02,3782.45,Yes,Yes,No,Yes,0,14.3,0
31436,Male,54,No,No,67,One year,Bank transfer,No,61.45,3621.46,No,No,Yes,Yes,2,22.8,0
31437,Female,22,No,No,66,Month-to-month,Mailed check,DSL,119.46,9460.76,Yes,Yes,No,Yes,0,24.0,0
31438,Female,36,No,No,34,Month-to-month,Electronic check,Fiber optic,27.44,747.18,Yes,No,No,No,3,7.8,1
31439,Female,76,Yes,Yes,55,Month-to-month,Bank transfer,DSL,97.6,5665.76,Yes,No,Yes,No,2,28.0,0
31440,Female,31,Yes,No,1,Two year,Mailed check,No,86.72,74.28,Yes,No,No,No,2,26.2,0
31441,Female,43,Yes,Yes,72,Month-to-month,Electronic check,Fiber optic,96.28,8098.5,Yes,No,No,No,4,1.5,0
31442,Male,79,Yes,No,38,Month-to-month,Mailed check,Fiber optic,49.37,1571.11,No,No,Yes,No,2,4.7,0
31443,Female,21,No,Yes,6,Month-to-month,Electronic check,DSL,68.19,483.61,No,Yes,No,No,1,15.4,0
31444,Male,42,No,No,25,Two year,Bank transfer,Fiber optic,99.24,2591.08,Yes,No,Yes,No,0,14.4,0
31445,Female,62,Yes,No,17,One year,Credit card,DSL,41.72,567.75,Yes,Yes,No,No,1,21.5,0
31446,Male,59,No,Yes,61,Two year,Mailed check,Fiber optic,41.06,2899.4,Yes,Yes,Yes,No,1,3.6,0
31447,Female,42,Yes,No,12,One year,Bank transfer,No,74.21,898.25,No,Yes,No,Yes,2,19.7,0
31448,Female,35,No,Yes,6,Month-to-month,Mailed check,Fiber optic,71.4,387.73,Yes,Yes,No,Yes,1,18.9,1
31449,Male,57,Yes,Yes,27,Month-to-month,Electronic check,DSL,46.79,1398.39,Yes,No,No,No,4,7.8,0
31450,Female,25,Yes,No,8,Month-to-month,Credit card,No,48.4,453.28,No,Yes,Yes,No,1,16.7,0
31451,Male,56,Yes,No,65,One year,Electronic check,No,46.34,2992.45,Yes,Yes,No,Yes,2,7.4,0
31452,Female,57,Yes,No,57,Two year,Electronic check,Fiber optic,96.69,5104.71,Yes,No,No,Yes,0,5.3,0
31453,Male,31,Yes,No,40,Month-to-month,Mailed check,Fiber optic,84.49,3770.21,Yes,Yes,No,No,1,17.6,1
31454,Male,49,Yes,Yes,14,Month-to-month,Bank transfer,No,102.91,1545.5,No,No,No,No,2,29.3,0
31455,Female,68,Yes,Yes,35,One year,Mailed check,Fiber optic,117.5,4752.0,Yes,No,Yes,Yes,2,7.9,0
31456,Female,78,Yes,Yes,48,Month-to-month,Electronic check,Fiber optic,66.36,3430.56,Yes,Yes,No,No,5,11.3,1
31457,Female,55,Yes,No,56,One year,Credit card,Fiber optic,24.8,1246.32,Yes,Yes,No,No,3,8.4,0
31458,Female,50,No,No,49,Month-to-month,Mailed check,DSL,22.91,1316.42,No,Yes,Yes,Yes,0,8.7,0
31459,Female,40,No,No,13,Month-to-month,Electronic check,No,48.16,527.12,Yes,No,No,No,1,12.7,1
31460,Male,80,Yes,Yes,61,Month-to-month,Mailed check,Fiber optic,113.12,6259.81,Yes,Yes,No,No,0,21.4,1
31461,Female,32,Yes,No,49,One year,Electronic check,Fiber optic,71.37,3525.38,No,No,Yes,Yes,2,2.1,1
31462,Female,50,No,No,46,Month-to-month,Mailed check,DSL,45.72,2158.43,Yes,No,Yes,Yes,2,28.8,0
31463,Male,42,Yes,Yes,62,Month-to-month,Bank transfer,DSL,58.72,2934.81,Yes,No,No,Yes,5,2.3,0
31464,Male,34,No,No,8,Two year,Bank transfer,Fiber optic,79.06,703.46,Yes,Yes,No,Yes,2,26.6,1
31465,Female,50,Yes,No,43,Month-to-month,Electronic check,Fiber optic,84.6,3436.42,Yes,Yes,No,No,2,26.9,1
31466,Male,64,Yes,No,20,Month-to-month,Electronic check,Fiber optic,33.7,648.77,Yes,No,No,Yes,3,16.2,1
31467,Female,72,Yes,Yes,39,One year,Electronic check,DSL,117.66,5156.59,No,No,No,No,5,5.0,0
31468,Male,19,Yes,No,49,Month-to-month,Electronic check,DSL,73.57,3430.86,Yes,Yes,No,Yes,5,17.4,0
31469,Male,31,No,No,64,Month-to-month,Electronic check,Fiber optic,31.84,1668.7,No,No,No,No,2,19.2,0
31470,Male,70,Yes,Yes,62,Two year,Electronic check,Fiber optic,109.15,5891.45,No,No,No,Yes,1,25.9,0
31471,Female,57,No,No,54,One year,Electronic check,DSL,25.61,1635.13,No,Yes,Yes,No,0,17.0,0
31472,Male,57,Yes,No,9,One year,Bank transfer,DSL,110.59,824.28,Yes,No,Yes,Yes,1,12.9,0
31473,Female,68,No,No,37,One year,Mailed check,No,119.65,4170.16,Yes,No,No,Yes,1,25.3,0
31474,Female,56,Yes,No,49,Month-to-month,Electronic check,DSL,89.44,4388.13,No,No,No,Yes,1,29.4,0
